Rank	Team	Elo (initial 25)
1215	Millennium Falcons (3647)	1555.639945607117
1216	barn2robotics (751)	1555.5007347521218
1217	The Kraken (1410)	1555.2276195902339
1218	RoboCards (5661)	1555.0118815087712
1219	Remotely Challenged (5593)	1554.7452474178658
1220	Titanium Tomahawks (2170)	1554.6995217530346
1221	Brooks Academy Robotics (5754)	1554.4577824748571
1222	Iron Tigers (4176)	1554.368865042605
1223	Tiger Team, Leyada (2679)	1554.0636972479474
1224	Furious George (3055)	1553.9898034235302
1225	RoboBusters (5057)	1553.8768192314667
1226	Robo-Nerds (5089)	1553.7649169646097
1227	Robotic Colonels (3135)	1553.646168207554
1228	Superior Roboworks (857)	1553.5800647492736
1229	The Storm (3740)	1553.2688177020589
1230	Raptor Force Engineering (1662)	1552.8664683970192
1231	4-H Clover Bots (3674)	1552.7738173766754
1232	Vitronik (6170)	1552.7642631571318
1233	Ivanhoe (5573)	1552.6654414613565
1234	PRIMO (4586)	1552.5648232326553
1235	S(A^3)S (5329)	1552.4068538879071
1236	Allspark9 (4939)	1552.4047981237522
1237	BB-R8ERS (5557)	1552.2883029302811
1238	Steel Hawks (2601)	1552.0710006069878
1239	Parkland Matador Robotics (3305)	1552.001489492039
1240	Emperius (5291)	1551.2806160427158
1241	Titan Robotics (539)	1551.0721838373995
1242	Robo-Nerds (6235)	1550.8988816114465
1243	FHS Robodawgs (2221)	1550.5356882079495
1244	CERBOTICS (4400)	1550.3015145452166
1245	PhyXTGears (1720)	1550.0499164871883
1246	Southcoast Corsairs (5846)	1549.9158089445987
1247	P.R.E.D.A.T.O.R.S (5144)	1549.451328303257
1248	Circuit of Life (3925)	1548.8218978231628
1249	Confidential (4125)	1548.326136881328
1250	SWIFT Robotics (5544)	1548.120278425264
1251	Hyperion (4516)	1548.112170425795
1252	RoboFalcons (5898)	1548.0712777687074
1253	Wildcats (3878)	1548.0090760968574
1254	Ravens (3245)	1547.680135644045
1255	C.O.R.E  2062 (2062)	1547.5694819780113
1256	Techno-Ticks (236)	1547.289470433452
1257	Eaglebotics (5410)	1546.9034935047814
1258	Syntax Error (4693)	1546.806730362712
1259	Robo-Pelicans (5864)	1546.2819117902652
1260	Schrodinger's Cat (3958)	1546.1196350168714
1261	S.U.M. (Singularly Unified Madness) (6003)	1546.0849566378442
1262	RoboDawgs 3D (244)	1545.1456602789985
1263	Horns of Havoc (3393)	1544.441192035108
1264	Blizzard (188)	1543.142176570977
1265	Chieftainators (5182)	1542.871517214984
1266	NF Raiders (3815)	1541.398166362844
1267	CyberCards (1529)	1541.1074179664752
1268	Broncos (5470)	1541.0936311612975
1269	Animal Control (2345)	1540.5874439598676
1270	The Tin Mints (4575)	1540.565118707931
1271	Trobots (5013)	1540.346435606154
1272	Team SPORK (3196)	1539.959585231172
1273	Tec Balam Esmeralda (3527)	1539.7681361216114
1274	Blazenbots (2895)	1539.6892723934325
1275	Robotic Plague (375)	1539.4767935757134
1276	Team Reboot (4080)	1539.1756782081466
1277	Team Pedare (6204)	1538.8300732200519
1278	♞The Zebracorns♞ (900)	1537.7015892627803
1279	STEAMPUNK  (4057)	1537.6420310341753
1280	Jagbots (6125)	1537.578824474734
1281	Pyrobots (1396)	1537.2714711634076
1282	M-SET Fish (649)	1537.2617874820621
1283	Cobrots (5502)	1536.505322999947
1284	RoboSpartan (4639)	1536.4788575486666
1285	GRT (192)	1536.397073736819
1286	RoboRams (4187)	1536.2440744305466
1287	Cy-Borgs (3335)	1536.1062964973057
1288	Maverick Boiler Robotics (4272)	1535.5618602426625
1289	Holy Names Academy (5588)	1535.1111048142393
1290	Rebels (2638)	1534.933389835832
1291	Crevolution (2851)	1534.8730236561446
1292	NRG (Newport Robotics Group) (948)	1534.029471673913
1293	Code Red Robotics  (5567)	1533.9260603724044
1294	Winner's Circle Robo Jockeys (5492)	1533.703741492286
1295	Quixilver (604)	1533.4330607859722
1296	WinT (3794)	1533.4161005432013
1297	Robotic Rams (5623)	1533.3440699302018
1298	Jacktown Vectors (2611)	1533.2757562137406
1299	The Robettes (2177)	1533.209443898316
1300	Cardinal 4-H Robotics (3781)	1533.1705044624014
1301	The Livonia  Warriors (2832)	1532.801748103154
1302	Ultraviolet (2129)	1532.689790139304
1303	RoboRaptors (3650)	1532.6312913164536
1304	Ninjaneers (4156)	1531.4633326852602
1305	Parsons Vikings (1448)	1531.2264804353456
1306	Pneubotic Mustangs  (3515)	1531.096982798659
1307	PyroBotics (4207)	1531.0109288216765
1308	Redstone Robotics (442)	1530.3344063657858
1309	T-STEM Titans (3029)	1529.3103512676428
1310	Spartan Robotics (997)	1528.776262737721
1311	Purple Precision (3176)	1527.090907122537
1312	Chicago Knights (1739)	1526.9356315536154
1313	Munster HorsePower (3147)	1526.8050720969236
1314	Team BJORG (2470)	1526.6925805556912
1315	RoboBills (5176)	1526.3214482106519
1316	Panther Robotics (1108)	1525.9274834826426
1317	Cyborg Zombies (3470)	1525.4921902555398
1318	Team Spitfire. (5473)	1525.0141526075042
1319	Flash (3388)	1524.2544715865727
1320	PROTOBOTS (2613)	1524.0064388737628
1321	RoboCats (4198)	1523.7202947824433
1322	The Dirty Birds (213)	1523.4911616140216
1323	Merge Conflict (2706)	1523.2753117611808
1324	Les Aigles d'Or (3387)	1523.1624042378658
1325	Rogue Robots (5424)	1523.1513739884895
1326	Lion Robotics (2907)	1522.9339852115377
1327	Richmond Hill (5158)	1522.753113774927
1328	T-Birds (4161)	1522.681264889513
1329	Robotic Eagles (358)	1522.646386076222
1330	Eagle Imperium (3322)	1521.7639589812406
1331	Robot Revolution (3455)	1521.5486234083328
1332	KENNEDYcache (5408)	1521.0741308273207
1333	Aiken County Robotics (1102)	1520.573807130156
1334	Governators (3361)	1520.540441180799
1335	Robowolves (6013)	1520.4438472985066
1336	SciBorgs (1155)	1519.757191484215
1337	WUHAN RAYSON SCHOOL (6028)	1519.5625707066192
1338	Circuit Breakers (3189)	1519.2311252756297
1339	Eastern Robotic Vikings (204)	1519.2299761652112
1340	The Cat Attack (451)	1518.8860408812377
1341	District 5517 The Engineers on Fire (5517)	1518.7880659626958
1342	Dragons (3043)	1518.7110819938318
1343	Cyber-Crusaders (272)	1518.0000321195191
1344	Normality Zero (2559)	1517.724977158857
1345	Wayzata Robotics (2264)	1517.6125787714777
1346	Red Rock Robotics (3006)	1515.9862304873718
1347	HexHounds (3197)	1515.6913418127233
1348	CAT 5 CyberCanes (5957)	1515.5496442044782
1349	IMPERATOR (5887)	1515.4762920761013
1350	Fe Maidens (2265)	1515.395984928554
1351	RoboSapiens (4779)	1514.830055298023
1352	Sim-City (3464)	1514.6548181417418
1353	PantherTech (292)	1514.0928142104344
1354	Dogs of Steel (2186)	1513.814015767746
1355	Soaring Eagle (3289)	1513.6061213261842
1356	Will-er Run (6190)	1513.4219107089525
1357	Team BLITZ (2083)	1512.9978378309604
1358	RoBeauce (5095)	1512.4525806743748
1359	TALON 540 Godwin Robotics (540)	1512.1534643064388
1360	Buluk (3472)	1511.6004382556616
1361	Titanium Dragons (6065)	1509.827308225848
1362	Raider Robotics (5072)	1509.4012067807842
1363	Robo Kats (4073)	1509.1935108122311
1364	Rawhide Robotics (5657)	1509.10869475464
1365	Spontaneous Disassembly (6196)	1508.5952517849357
1366	Cometbots (977)	1508.451286787269
1367	The Burger Bots (4455)	1508.3856456108253
1368	Mékano (3533)	1507.8882435379269
1369	The Talons (5547)	1507.7989126153263
1370	The Lawnmowers (5530)	1507.7101130626127
1371	Stacey Robotics (3545)	1506.7747431581731
1372	Human Error (5746)	1506.5156891301026
1373	Trappers (4625)	1506.5073240875706
1374	Team Paradise (1165)	1506.3418005051092
1375	Duct Tape Warriors (4608)	1505.8375382152703
1376	Tualatin Robotics (2002)	1505.7858139134396
1377	Ironclad (5847)	1505.2425142448067
1378	Team Impact (219)	1505.1773461800392
1379	IronBots (4983)	1504.765917468223
1380	Hudson Robotics (4295)	1504.6743913587825
1381	Viking Robotics (2928)	1504.6115006441555
1382	Flaming Monkeys 4-H Robotics Club (3352)	1504.2520964885025
1383	CP-BOTS (4355)	1503.284739674441
1384	Mech Cadets (4456)	1503.1380336893333
1385	Les Sénateurs (5179)	1501.783075663284
1386	Gearheads (5745)	1501.2199877097219
1387	Team Beta (2836)	1501.2087769497011
1388	Cortechs Robotics (5511)	1500.9991268501876
1389	X-CATS (191)	1500.8778718790918
1390	DRC (5715)	1500.630014366413
1391	Tigers (4495)	1500.2661198471892
1392	CyberSaders (5976)	1500.0264928265765
1393	Panthers (2912)	1500.0186018502322
1394	Purple Monkey Dishwasher (4614)	1500.0
1395	Auburn Girls (5565)	1500.0
1396	XJTLU Team (5602)	1500.0
1397	Tiny Giants (5731)	1500.0
1398	Albury High School (6006)	1500.0
1399	Semia United (6197)	1500.0
1400	SD Tech (6205)	1500.0
1401	Shandong T (6206)	1500.0
1402	Beichen (6207)	1500.0
1403	Cyber Dogz (4047)	1500.0
1404	Pelham πthons Team 4034 (4034)	1500.0
1405	RoboRockets (4612)	1500.0
1406	Titans (5719)	1500.0
1407	movers and shakers  (6216)	1500.0
1408	Clover Park High School Warriors (3576)	1500.0
1409	Da Bears (3831)	1500.0
1410	i to the Fourth Robotics (4763)	1499.6852129764598
1411	Prometheus (2785)	1499.2829745526792
1412	Panda ER (2942)	1499.224218852325
1413	Pride in the Tribe-Caveman Robotics (3586)	1499.0065937744957
1414	Quack Attack (4181)	1498.445923603663
1415	CyberDragon (4263)	1498.2779027509273
1416	ThunderColts (3624)	1498.0435444736704
1417	Skynet (2550)	1497.979686960672
1418	Lakerbotics (The Lakers) (1649)	1497.303414119928
1419	T-Rx (145)	1497.1239161514375
1420	Monarch Robotics (4141)	1496.8533474225003
1421	Robotic Dragons (2027)	1496.675885493201
1422	Tokyo Technical Samurai (5749)	1495.7128408321
1423	RoboPRIDE (2781)	1495.6179301167333
1424	Tec Gear (6106)	1495.6031992250146
1425	Swift (1332)	1495.5034560816355
1426	Flying Circuits (1787)	1495.4448750694048
1427	Komodo (4293)	1495.035101797538
1428	Radical Robotics (5869)	1494.6505320372985
1429	Blackjacks (6146)	1494.549308174792
1430	The Stampede (3630)	1494.4475582442487
1431	ROBODUCKS (1561)	1494.4380178882143
1432	Bees? (3839)	1493.9549225396352
1433	ROBOMonkeys (3402)	1493.9419482372805
1434	Robostang (4166)	1493.1194739628393
1435	McDowell Robotics Team 63 (63)	1493.0752450746213
1436	Golden Hurricane  (5858)	1492.0170649295887
1437	BEAR Bucs (4260)	1491.9622943551594
1438	Techtonics (5049)	1491.6771600726306
1439	Terrace Tech (6036)	1491.493065175368
1440	Pandroids (4791)	1491.4745292103291
1441	Ridgebotics (4388)	1491.3848364669784
1442	Grizzly Robotics (66)	1490.9609208829254
1443	Cougar Robotics (6116)	1490.5256069537222
1444	Bearbotics (2358)	1490.4572369705022
1445	TC Williams High School  (5587)	1489.9363631156505
1446	CircuiTree (1599)	1489.0963043557924
1447	Demacia (5635)	1489.0114195640585
1448	Robo Raiders (4054)	1488.9240015151036
1449	Sonic Howl (3985)	1488.706405572744
1450	La Salle Robotics (5181)	1488.6635910180642
1451	Vulcans (5784)	1488.46158947746
1452	OKC 4-H Robotics - Ninja Monkees (2395)	1487.9026704296646
1453	RoboBroncs (3374)	1487.7486551840232
1454	Birch Bots (5421)	1487.472793980103
1455	XQ RobotiX (1450)	1487.0720096382474
1456	SKy-Net (4497)	1486.773019488232
1457	Quasics (2656)	1486.6981327407236
1458	Les Chevaliers FIRST (5440)	1486.6495210509997
1459	Eagle Robotics (5417)	1486.6460735483215
1460	Hammerheads (226)	1486.6388948100912
1461	RoboDragons (3318)	1486.6346201597498
1462	Knights of the Valley (2667)	1485.8573721874047
1463	Flat Mountain Mechanics (4819)	1485.6651637820971
1464	Equilibrium (6161)	1485.4281359856195
1465	SWAT Bots Robotics (5015)	1485.202930133983
1466	The Insomniacs (2489)	1484.157888407494
1467	WolfByte (5822)	1483.831349427353
1468	Titans (3187)	1483.8253398818217
1469	Dark Matter (2643)	1483.7639714035256
1470	RoboEagles (4828)	1483.701007030252
1471	Oakbotics (3739)	1483.4565585339806
1472	Team 4 ELEMENT (4)	1482.3271420641327
1473	Chantilly Robotics (612)	1482.0082241643786
1474	Eaglebots (2838)	1481.8409570194926
1475	Spartabots (2976)	1481.7941564097841
1476	Carriagetown Robotics (5556)	1481.7258562849436
1477	Pumatron (5918)	1481.3730026648639
1478	Devil Bots (6085)	1481.3403259991512
1479	Robolions (3397)	1481.3123779376392
1480	Seahawks (5722)	1480.7657876826827
1481	Pierson Whalers (28)	1480.5761709736632
1482	UASGC Robosquad (5891)	1479.4534528515194
1483	Category 5 (3489)	1479.2877841771208
1484	Robopack (3247)	1478.1709329119396
1485	The Praetorians (5964)	1477.8267410052224
1486	4-H WildCards (3763)	1477.1725407066706
1487	Firebirds (433)	1477.0143868553102
1488	The Daedalus Project (2839)	1476.411947358176
1489	Team Lance-A-Bot (4237)	1476.2530060949987
1490	Les LOUPS (3981)	1476.120495491433
1491	Cyberstangs (6120)	1475.7384965243293
1492	GLITCH (5854)	1475.638838632797
1493	Pantherbotics (3863)	1475.3941355446914
1494	Mad Rockers (2973)	1475.2635346357665
1495	Striker (101)	1475.0954719377473
1496	Team Neutrino (3928)	1475.0653907163833
1497	Robocats (5204)	1475.0440722499611
1498	Falcon Robotics (4087)	1474.7881242212306
1499	Highland Robotics (2603)	1473.988052909876
1500	Falcobots (5457)	1473.878643230175
1501	Thunderstamps (4907)	1473.7622743532495
1502	Jag (4015)	1473.6318023280087
1503	Kai Orbus (3971)	1473.273382655843
1504	PhotonBox (6179)	1472.889830631597
1505	Patriots (3017)	1472.2944602558794
1506	Griffins (1884)	1472.2233414792336
1507	AnnDroids (3058)	1472.1614689023045
1508	Tonkabots (6147)	1472.0018674409823
1509	Lunas (3882)	1471.9646503581093
1510	Raider Robotics Team (5971)	1471.2847768116724
1511	DROBA Warriors (3036)	1471.1643917199965
1512	Official Robot Constructors of America (ORCA) (3136)	1470.6935380063796
1513	Unity4Tech (5837)	1470.4668953215019
1514	BUILD IT GRIFFINS BOEING (6220)	1470.2548300082722
1515	DOTM - Defenders of the Multiverse (1522)	1469.9231334617039
1516	Blue Steel (5133)	1469.879450299212
1517	RaileRobotics (935)	1469.7686611749293
1518	Dunedoo Central School (6118)	1469.7248078601422
1519	Robo Herd (5110)	1469.229783852649
1520	FROG:  FIRST Robotics Organization of Grove (3160)	1469.1430793540412
1521	Knight Bots (4018)	1468.7532040854915
1522	Team Robotica (5447)	1468.3848577600097
1523	Scalawags (1359)	1468.3073747082597
1524	Paseliens (1763)	1467.7176767017854
1525	Sargon (2335)	1467.6184325485626
1526	The RatPack (830)	1467.6181245871342
1527	The Gear Gremlins (3045)	1467.1640316024145
1528	Lambda Corps (1895)	1466.847931302367
1529	Cyber Raiders (6189)	1466.5736001166474
1530	Cuttin' Edge Robotics (6219)	1466.5628563730995
1531	MegaHurtz (5056)	1466.3979773937908
1532	Villanova WiredCats (5885)	1466.3725034720926
1533	Ursa Major (2849)	1466.162392231339
1534	Overlooking (6083)	1465.1215037187249
1535	Lo-Ellen Robotics (4069)	1465.0487887745994
1536	CB Bearbots (6167)	1464.8141372208281
1537	RoboWolves (3661)	1464.4790987269682
1538	Robocats (5217)	1464.4374185318707
1539	YME Stingbots (3212)	1464.276494602004
1540	Metallic Thunder (3303)	1464.1564069050232
1541	Knightling Boltz (5997)	1463.5582506375254
1542	Robotiators (888)	1463.5291038861492
1543	The Crickets (2373)	1463.3923988268475
1544	Thunderducks (2004)	1463.3311905854337
1545	ENIGMA (5025)	1463.3173330264017
1546	HYPER (69)	1463.0794407306105
1547	The Athenian Robotics Collective (852)	1462.3540534276156
1548	Eastridge Robotics (3157)	1461.5730003712947
1549	Brusly HS Robotics (5863)	1461.341908107689
1550	Klein Bots (3735)	1461.1373579007302
1551	Wafflebots (1148)	1460.7203859118829
1552	Orbit Robotics (1360)	1459.8523135295927
1553	RIGS - Robotics Inspired Greenland Students (6183)	1459.83405846036
1554	The Dragons Lair (6210)	1459.4625934316844
1555	Girls of Steel (3504)	1459.318099946466
1556	Robo-Saints (4762)	1459.1586426040014
1557	Quantum Leap (4079)	1458.9441228659093
1558	Aluminum Assault (1287)	1458.9314430363966
1559	Estacado Robodors (4570)	1458.481171294332
1560	The Last Crusaders (3947)	1457.9429023761027
1561	Resurrected Robotics (4246)	1457.8952429578146
1562	Iron Eagles (4986)	1457.7811555843296
1563	Trigon (5990)	1457.1811981018882
1564	Beverly Panthers (5752)	1457.095205982156
1565	Singularity (5066)	1456.543484885067
1566	Potential Energy (3323)	1456.4620447908474
1567	TnT (280)	1456.0032913872249
1568	Mitochondria (5838)	1455.7546432095153
1569	PHRED (847)	1455.3190567013635
1570	Shockwave (1742)	1455.278375469419
1571	The Gearheads (1189)	1455.1129352291082
1572	Humans (4501)	1454.961352181129
1573	Team E.M.P (Park Hill South Robotics) (5126)	1453.9187509943172
1574	The Brooklyn Blacksmiths (806)	1453.8239432999244
1575	Team Combustion (1912)	1453.1592529897223
1576	Kingston Robo-Cards (4994)	1453.114206737624
1577	Blood, Sweat & Gears (5585)	1452.9477647523054
1578	AMMOKNIGHTS (1566)	1452.6091039174871
1579	Iron Eagles (2874)	1452.1366320505272
1580	Atomic-Robotic-Dogs (6177)	1451.7667773296987
1581	Cardinals (811)	1451.4436404540036
1582	Laker Logistics (5562)	1451.3943320250664
1583	STARK Industries (3023)	1451.319926012081
1584	Project Y (4153)	1450.8765506017764
1585	GI Joz (5594)	1450.486777078958
1586	Techno Ferrets (4212)	1449.5284067476814
1587	CV Bearbots (2149)	1449.0629061849552
1588	RoboWarriors (2583)	1448.5088544656683
1589	Bits & Pieces (4248)	1448.4703197423466
1590	RoboKomodos (4306)	1448.2233859017692
1591	Magnetech (4229)	1448.2000434957508
1592	Nicolet FEAR (4786)	1447.7543782845783
1593	Cyber Cats (5436)	1447.713276904126
1594	Martin Motion (6237)	1447.3765580509466
1595	Absolute Zero Electricity (AZE) (3941)	1446.4012880319372
1596	Thunderbotz (5981)	1446.3578225777626
1597	Red Tie Robotics (1458)	1446.282373400124
1598	RoboCats (5242)	1446.1820776740583
1599	Lightning Robotics (5763)	1446.1750019807728
1600	The Highlanders (6201)	1445.942618717537
1601	CometBots (4578)	1445.8581836808376
1602	Searing Engineering (1972)	1445.840124264825
1603	Lake Monsters (2635)	1445.629651962909
1604	Armada (2508)	1445.5427348784879
1605	HOTBOTZ (2640)	1445.3022234248892
1606	Bagel Bytes (702)	1444.036038727923
1607	ToroBots (5765)	1443.7618603405315
1608	Norwell Robotics (348)	1443.7317320199686
1609	Tarheel Robots (3331)	1443.5829341183019
1610	Lutheran Roboteers (4329)	1443.2569829681215
1611	Botrregos (4842)	1442.815420326689
1612	PioNerds (4506)	1442.5580516104062
1613	4H ALARM Robotics (2079)	1442.4849619679799
1614	1/4 Twenties (2259)	1442.4846843733312
1615	Spartans (4687)	1442.3077689880142
1616	One Degree North (4817)	1442.2036768566695
1617	Robotic Knights (3939)	1441.9336014405733
1618	Tritons (4215)	1441.8162524173836
1619	HopCo  Robo (5423)	1441.054615269626
1620	Wildcats (5014)	1440.7929881349478
1621	Robojacks (4674)	1440.2060635416717
1622	The Black Knights (2036)	1439.8460099750607
1623	Gear Grinders (5559)	1439.5927544029137
1624	Steel Armadillos (818)	1439.3671310707434
1625	Mechanical Dragons (5974)	1439.2924199753697
1626	Bulldogs (4173)	1438.812028198425
1627	Wildcats (886)	1438.5510397610042
1628	Project NEO (1164)	1438.2328217524284
1629	Atomic Armadillo's (4694)	1438.1882385935369
1630	Royal Robotics (5842)	1438.1082191108142
1631	Tidal Force (1721)	1437.9366781078318
1632	ShockWave (4546)	1437.9168121800965
1633	Iron Mustang (3711)	1437.8945014927033
1634	Lion Pride (4845)	1437.3253885506456
1635	The Flying Aces (4711)	1437.1514197529837
1636	Oriole Assault (1091)	1436.990082388809
1637	Raptacon (3200)	1436.3595795651136
1638	ThunderStorm Robotics (1750)	1436.303550268265
1639	Proctor Frostbyte (6047)	1436.0959817975204
1640	Mechanical Dragon (5307)	1435.670951099441
1641	Jankopotamus (3498)	1434.8505369495945
1642	ICE Cubed (4970)	1434.7680230230858
1643	BreakerBots (5104)	1434.7495754957008
1644	Robot Unicorns (3780)	1434.5269999800748
1645	Horsepower (4991)	1434.3881558125506
1646	Sprocketology (4555)	1434.3225150715043
1647	RTR Team Robotics (2421)	1434.1420446868394
1648	BeaverTronics (5970)	1433.3208507174706
1649	Thingamajiggers (4277)	1433.3176400642294
1650	ROBO-DAWGS (545)	1433.2809024688977
1651	Wecas Robot 1 (6202)	1433.255205088645
1652	perSEVERE (5962)	1431.5523962338677
1653	ROBO KINGS AND QUEENS (1600)	1431.0354035776386
1654	Who'sCTEKS (716)	1430.9418838094684
1655	Amperes (3243)	1430.8021795988261
1656	Wildcats (1308)	1430.741291472154
1657	Iron Riders (4180)	1430.4330147333585
1658	CougarTech (2228)	1430.32182062881
1659	Weapons of Mass Construction (1665)	1430.28373798937
1660	ElectroBunny (1954)	1429.920496351076
1661	Clarke Road Trojans (6052)	1428.9228330867031
1662	Q Branch (4327)	1428.7928523161056
1663	Oz-Ram (1922)	1428.6745999109353
1664	Raven Robotics (2897)	1428.448952586832
1665	Cyberwolves  (647)	1428.1535400285338
1666	Zimanators (3336)	1428.085651157295
1667	Gearheads (2918)	1428.0793906120812
1668	BArlow RobAutics (4572)	1428.0153693072493
1669	ThunderBots (980)	1427.2050500855
1670	URL FRC (6169)	1426.69235105024
1671	Westend Gearbusters (4375)	1426.2506457205523
1672	Catalyst (3633)	1426.2497909489225
1673	Radical Tech (2167)	1426.1262718471646
1674	The Wolverines (597)	1425.6526981739848
1675	Backwoods Engineers (3294)	1425.5089489967697
1676	Aerospace (3760)	1424.686802437149
1677	Clover Robotics (1539)	1424.518381255403
1678	robOTies (5122)	1424.4695207049965
1679	Robosharks (4956)	1424.1072366158046
1680	JGHS (6020)	1424.0025780384876
1681	Razor Steel Robotics (5938)	1423.3134477794097
1682	TITANS (5536)	1422.849618514987
1683	MarauderBots (5234)	1422.5655814387053
1684	Ratchet Rockers (1706)	1422.5647913422852
1685	Torbotix (4035)	1422.5486493292567
1686	FLASH Power (2532)	1421.8444795649473
1687	Robo Tigers (4075)	1421.4313376218122
1688	Black Knights (5429)	1421.0970830734063
1689	Bionic Bears (2916)	1420.929133838483
1690	Blue Valley CAPS Metal Mustang Robotics (2410)	1420.7363594464348
1691	LIGHTSABERS (3660)	1420.6330651719138
1692	Electric Hornets (3976)	1420.5891353798377
1693	Brave Bots (4267)	1420.2546250110292
1694	THE KUHNIGITS (1939)	1418.4514622731913
1695	Apollo (3215)	1418.2984809853785
1696	MacroProcessors  (5524)	1418.1163380255387
1697	Crestbots (5739)	1417.6389757895236
1698	The Hi Fives (4944)	1417.2811428237767
1699	Spartans (2518)	1416.6517507208962
1700	The Legion (2353)	1415.9799016153615
1701	The Iron Plainsmen (4734)	1415.4353650616831
1702	Warriors of East Harlem (1880)	1415.2337900183547
1703	Metool Brigade (1208)	1414.9201986966007
1704	Ragnarok Robotics (3748)	1414.8970966042025
1705	RoboMustangs (5074)	1414.6427823671102
1706	CHS FullMetal-Jackets (5205)	1414.3677878893895
1707	Robotic Pioneers (5944)	1414.3143043191337
1708	Pantheon (5193)	1414.068479387127
1709	Kaprekar's Constants (6174)	1413.9589791316128
1710	Apex Robotics (5897)	1413.7158996317967
1711	Taman Keet (3933)	1412.520411750416
1712	Techno Titans (1683)	1412.1043363577578
1713	Cyber Tigers (4663)	1411.559617818176
1714	The Sting (835)	1411.4428456226487
1715	Buff 'n Blue (2090)	1410.8478884440037
1716	Bullbots (5856)	1410.5598521925806
1717	MAGNAtech (3468)	1409.7795977828193
1718	The Nerdy Birds (5178)	1409.626678076024
1719	A Flock of Nerds (5662)	1409.301685242345
1720	STEM Pythons (4924)	1409.100014835525
1721	FIRE (4965)	1408.4578365996729
1722	Absolute Value (867)	1408.4154108855198
1723	Coronado Robotics (3133)	1407.8416610215174
1724	CBoT´S4 (3522)	1407.8296720683393
1725	Robotic Warriors (4805)	1407.7552970962672
1726	Blue Twilight  (2220)	1407.5426721582846
1727	Las Pumas (2197)	1406.7152327693718
1728	Gearheads (746)	1406.4803630256085
1729	Circuit Breakers (4513)	1405.9632444349106
1730	Cyber Coyotes (3603)	1405.473784311604
1731	Ramageddon (4855)	1404.951258235077
1732	Liberty Robotics (1764)	1404.8307104234789
1733	Green Machine (5616)	1404.6121332513765
1734	Team S.P.I.K.E. (293)	1404.548664405121
1735	Tool Cats (5525)	1404.0705632782724
1736	BCS Robo Sharks (4299)	1403.8700506790458
1737	Neon Tigers (5611)	1403.5278355662203
1738	The ANOMALY (3451)	1403.5029841423514
1739	D-Bug (3316)	1403.0113056154016
1740	The Beattie Bulldogs (2051)	1402.9974966447849
1741	Mechanic Mutts (5836)	1402.3485461194769
1742	Titanium Knights Robotics (6203)	1401.9210790301336
1743	P-51 Mustangs (1745)	1401.7644207935293
1744	The Jungle Robotics (3627)	1400.538168282187
1745	PARDUX (6095)	1399.8636718596667
1746	Robohawks (2529)	1399.7617883400887
1747	Maximum Overload (5774)	1399.5758045826476
1748	Sparta Bots (4740)	1398.8914037034103
1749	KnighTech (5060)	1398.445697735535
1750	SEStematic Eliminators (3598)	1398.2427192528917
1751	Deus Ex Machina (5171)	1398.0445693484473
1752	The Nerd Herd (687)	1397.673501687115
1753	Impact (2585)	1397.4366174757054
1754	Islanders (3610)	1397.2309574720116
1755	RoboDucks (5783)	1396.588725995429
1756	clairemonster (5474)	1395.2262801089983
1757	Eroni Chet (1576)	1395.1800614273334
1758	SHARC (4155)	1394.8942995897917
1759	Sea Kings Robotics (5285)	1394.3644182758703
1760	B.O.T. (Builders of Tomorrow) (1610)	1394.3408767581668
1761	SMAbotics AG (5493)	1394.2617353649252
1762	Horse Power! (1994)	1394.2449707662518
1763	Falkon Robotics (589)	1393.6961269292237
1764	The Bluegrease Crew (554)	1393.3804814828334
1765	Steampunk Penguins (3204)	1392.8363380686264
1766	Talos (4757)	1392.8092737013606
1767	Ridge View Academy Rambotics (1583)	1392.6691489637249
1768	Alpine Robotics (159)	1392.4596737088145
1769	Sage Robotics (5835)	1392.0515688025298
1770	ETEP Team (1382)	1391.898707212666
1771	Titan Robotics (3767)	1391.7526480237832
1772	Event Horizon (5027)	1391.1889550102132
1773	RoboRaiders (3561)	1390.9576937171792
1774	More RoboDawgs (216)	1390.8711604914388
1775	RoboBibb (4941)	1390.22845836126
1776	The Vikings (2984)	1390.111322408796
1777	Jatt High School (3065)	1389.3743367886764
1778	Tower View Robotics (3751)	1388.9687347667498
1779	MorTorq (1515)	1388.9131284229636
1780	AKINCILAR (6231)	1388.7538640505613
1781	Bits & Bots (3812)	1388.0626742856698
1782	4-H Botsmiths (4309)	1387.8860489915508
1783	Irish Robotics (2606)	1387.5269446507345
1784	Cyber Jagzz (6107)	1387.3085979340008
1785	Warriors (704)	1386.3534164716682
1786	Falcons (4338)	1385.4480336527288
1787	Infinity's End (2861)	1385.3880751829204
1788	Wando Adv. Robotics (4533)	1385.3084126157137
1789	RoboLancers (321)	1384.6231148832865
1790	Equus Engineering (5682)	1384.3461580094915
1791	Kell Robotics (1311)	1384.0914170010356
1792	RoboRaptors (5612)	1383.887542434942
1793	DEM BOTS (3453)	1382.924727584549
1794	Techno Trojans (2405)	1382.7083970529563
1795	Borrebots CSN (4782)	1382.2388201905494
1796	TeamTalon (1598)	1382.008928634017
1797	D-Techs (3632)	1381.9180739263545
1798	Steel Lions (1872)	1381.8939731214532
1799	Pi Rho Techs (2927)	1381.594322218887
1800	Iron Mosquitos (5653)	1380.144189555254
